"","Year","Country","Country_code","Sex","Type","X0","X1","X5","X10","X15","X20","X25","X30","X35","X40","X45","X50","X55","X60","X65","X70","X75","X80","X85","X90","X95"
"5",2019,"Solomon Islands","SLB","f","Total","179.2243277","56.68991769","17.4131965","22.83479043","42.89394236","76.15888153","97.68896332","112.867023","144.264283","186.6443364","227.3713562","234.9321692","253.0349993","241.4130263","227.7374322","222.3352299","185.6458417","121.6336175","50.6922313","11.92213713","1.998102195"
"6",2019,"Solomon Islands","SLB","f","PM","23.74130472","4.809070041","0.710143216","0.910501125","1.898924949","3.402568229","12.62920983","17.00433214","24.94200933","35.61813495","49.80018513","55.80469659","59.9945541","58.90784737","58.02442002","53.8048537","44.54934291","26.00656787","9.883449746","2.183020539","0.324327917"
"7",2019,"Solomon Islands","SLB","f","aPM","1.631041659","0.355369763","0.052661184","0.067830093","0.140725359","0.253998822","0.817660383","1.097054715","1.619802738","2.306053897","3.228958179","3.62880788","3.894032107","3.822367419","3.752601945","3.473691632","2.872155385","1.675712707","0.633212933","0.139524119","0.020641148"
"8",2019,"Solomon Islands","SLB","f","HAP","22.11026306","4.453700278","0.657482032","0.842671032","1.75819959","3.148569407","11.81154945","15.90727742","23.32220659","33.31208105","46.57122695","52.17588871","56.10052199","55.08547995","54.27181808","50.33116207","41.67718753","24.33085516","9.250236813","2.043496419","0.303686769"
"9",2019,"Solomon Islands","SLB","f","OT","155.48302298","51.880847649","16.703053284","21.924289305","40.995017411","72.756313301","85.05975349","95.86269086","119.32227367","151.02620145","177.57117107","179.12747261","193.0404452","182.50517893","169.71301218","168.5303762","141.09649879","95.62704963","40.808781554","9.739116591","1.673774278"
